 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 9.99262451e-01 9.99340088e-01 9.99728271e-01 9.99456543e-01 9.99456543e-01 9.99417724e-01 9.99456543e-01 9.99378906e-01 9.99689453e-01 9.99378906e-01
 9.94487792e-01 9.94254881e-01 9.94798339e-01 9.94720702e-01 9.94332518e-01 9.93866698e-01 9.93750243e-01 9.94410155e-01 9.94759520e-01 9.94177245e-01
 9.72089593e-01 9.71352044e-01 9.71779046e-01 9.72128411e-01 9.70187493e-01 9.72167230e-01 9.71468499e-01 9.72943597e-01 9.71390862e-01 9.71584954e-01
 9.49147937e-01 9.47789294e-01 9.47711657e-01 9.48604480e-01 9.48061022e-01 9.49613757e-01 9.47944567e-01 9.50855945e-01 9.48410388e-01 9.48992663e-01
 9.30243391e-01 9.29894026e-01 9.28341291e-01 9.30010481e-01 9.29195295e-01 9.30592756e-01 9.28496565e-01 9.31175032e-01 9.30359846e-01 9.29505842e-01
 9.14754862e-01 9.13900858e-01 9.12231668e-01 9.12969217e-01 9.12658670e-01 9.13667948e-01 9.12076395e-01 9.13784403e-01 9.14094950e-01 9.12348123e-01
 8.98373510e-01 8.98024145e-01 8.96199682e-01 8.97985327e-01 8.98024145e-01 8.98878149e-01 8.97713598e-01 8.98024145e-01 8.98062963e-01 8.97635961e-01
 8.79701875e-01 8.81060518e-01 8.79663057e-01 8.79818330e-01 8.80361787e-01 8.79973604e-01 8.82263887e-01 8.80478242e-01 8.81914522e-01 8.79973604e-01
 8.56566127e-01 8.55750941e-01 8.53577113e-01 8.57303676e-01 8.55440394e-01 8.55789760e-01 8.56954311e-01 8.56216762e-01 8.59438686e-01 8.57264858e-01
 8.23997516e-01 8.23881061e-01 8.21163775e-01 8.24191607e-01 8.21241411e-01 8.22949420e-01 8.24502154e-01 8.23104693e-01 8.25045612e-01 8.23919879e-01
 7.87236520e-01 7.85023873e-01 7.85062692e-01 7.85606149e-01 7.81142036e-01 7.84208688e-01 7.88439890e-01 7.85994333e-01 7.87430612e-01 7.85101510e-01
 7.44691588e-01 7.44575133e-01 7.44613951e-01 7.43643492e-01 7.42090757e-01 7.44186949e-01 7.51018982e-01 7.45506774e-01 7.45506774e-01 7.44613951e-01
 7.03660572e-01 7.02418384e-01 7.04436940e-01 7.03272388e-01 7.02069019e-01 7.05368580e-01 7.09832693e-01 7.03311207e-01 7.02301929e-01 7.01447925e-01
 6.61697915e-01 6.61309732e-01 6.61853189e-01 6.62008462e-01 6.61232095e-01 6.63832926e-01 6.64298746e-01 6.61154458e-01 6.59174721e-01 6.61736734e-01
 6.18997710e-01 6.22452545e-01 6.20317534e-01 6.18609526e-01 6.21210357e-01 6.22103179e-01 6.22840728e-01 6.18920073e-01 6.19968169e-01 6.22025542e-01
 5.76957416e-01 5.80528706e-01 5.79286518e-01 5.76181049e-01 5.79247700e-01 5.79286518e-01 5.81110982e-01 5.76375141e-01 5.79092427e-01 5.78277241e-01
 5.35266488e-01 5.37479135e-01 5.39458872e-01 5.34761849e-01 5.37323862e-01 5.35577035e-01 5.38760141e-01 5.34684213e-01 5.38643686e-01 5.34878304e-01
 4.94856566e-01 4.94895384e-01 4.98777221e-01 4.93769652e-01 4.96021117e-01 4.93963744e-01 4.96836303e-01 4.94429564e-01 4.98078491e-01 4.92527464e-01
 4.52932728e-01 4.52233997e-01 4.59570669e-01 4.52466907e-01 4.54640736e-01 4.54097279e-01 4.54834828e-01 4.56154652e-01 4.57629750e-01 4.54640736e-01
 4.14502543e-01 4.11319436e-01 4.19471294e-01 4.13376810e-01 4.13532083e-01 4.12910989e-01 4.14696634e-01 4.15046000e-01 4.16870463e-01 4.16132914e-01
 3.75490082e-01 3.72656341e-01 3.80303560e-01 3.73859710e-01 3.74791351e-01 3.73083343e-01 3.74985443e-01 3.75528900e-01 3.77586274e-01 3.79643647e-01
 3.37797446e-01 3.34303793e-01 3.43115562e-01 3.36322348e-01 3.38496176e-01 3.36438803e-01 3.37525717e-01 3.39544272e-01 3.40281821e-01 3.39893638e-01
 3.01230542e-01 2.97271069e-01 3.06005202e-01 2.99988354e-01 3.01191724e-01 3.01036450e-01 2.99561352e-01 3.02550367e-01 3.04452467e-01 3.04103102e-01
 2.65284733e-01 2.59888979e-01 2.69632390e-01 2.64586002e-01 2.64430729e-01 2.65478825e-01 2.63654361e-01 2.66604557e-01 2.69166570e-01 2.68856023e-01
 2.31279842e-01 2.27242731e-01 2.36714413e-01 2.30891658e-01 2.31978572e-01 2.30348201e-01 2.30969295e-01 2.32599666e-01 2.35666317e-01 2.33725399e-01
 1.98672412e-01 1.96110399e-01 2.05155079e-01 1.99448779e-01 2.01777881e-01 1.99293506e-01 2.00885059e-01 2.01312061e-01 2.03524708e-01 2.01816700e-01
 1.67074260e-01 1.67772990e-01 1.74139203e-01 1.69519817e-01 1.72702923e-01 1.70257366e-01 1.70878460e-01 1.70218547e-01 1.71616009e-01 1.72004192e-01
