   1.4609290738967164e+01   1.2620210725906144e+01   1.2224072842306150e+01   1.1657058639526332e+01   1.4821939576595934e+01   1.0536394837118410e+01   1.2062596005021039e+01   1.4039198543039744e+01   1.6484139202696980e+01   1.8715588598774559e+01   1.9622910403589387e+01   2.1604290285358772e+01   2.3235063694241898e+01   2.5100213031071316e+01   2.6805267502143170e+01   2.8728048936615334e+01   3.0554704673904173e+01   3.2469316758901293e+01   3.4197571830100038e+01   3.6065496719801629e+01   3.7940757660143191e+01   3.9762972556457470e+01   4.1603788443629234e+01   4.3500867619198750e+01   4.5371909113322694e+01   4.7458713345219451e+01   4.9397458192786345e+01   5.1407458130177226e+01   5.3394452576843840e+01   5.5509599917936313e+01   5.7671146883613041e+01   5.9838148138713507e+01   6.2075134003026079e+01   6.4198402106772662e+01   6.6257051643531184e+01   6.8413533280236564e+01   7.0703595023426956e+01   7.3226880344943268e+01   7.5266787671572104e+01   7.7566664286701084e+01   7.9744987806526353e+01   8.2257325918073278e+01   8.4728004700042149e+01   8.7253390880722776e+01   8.9911654150785296e+01   9.2764493772852688e+01   9.5431570680935380e+01   9.7993291405882132e+01   1.0101259398633606e+02   1.0384961891934630e+02   1.0670610468723619e+02   1.0959839513766785e+02   1.1280487617265698e+02   1.1563000357880753e+02   1.1852467152987731e+02   1.2166322795975906e+02   1.2515873005836788e+02   1.2858996386858809e+02   1.3202809985587098e+02   1.3540701677898127e+02   1.3912743822238482e+02   1.4309599182440803e+02   1.4717128032087339e+02   1.5087536318900331e+02   1.5501243502894781e+02   1.5904287007938331e+02   1.6309868314208410e+02   1.6719872658595656e+02   1.7193488815983048e+02   1.7646338125278700e+02   1.8134861724998549e+02   1.8615981597936178e+02   1.9103465445747185e+02   1.9601697381742426e+02   2.0199590366870143e+02   2.0763651905544748e+02   2.1340594121686394e+02   2.1945695919420803e+02   2.2605362233374481e+02   2.3360164888387536e+02   2.4058805693855825e+02   2.4891002823541862e+02   2.5638236321242573e+02   2.6450067866195741e+02   2.7335647155345885e+02   2.8293625743581964e+02   2.9352176452240610e+02   3.0454581774785157e+02   3.1621477217142774e+02   3.3048068949614037e+02   3.4510657452294117e+02   3.6189691653255198e+02   3.7948518202897361e+02   4.0078995179115765e+02   4.2165243525375752e+02   4.4735934199589502e+02   4.8061653956307811e+02   5.1678232845865546e+02   5.7934244530701392e+02   6.8273219739639899e+02
   1.4668156791341158e+01   1.5292104640349731e+01   1.2757000881754198e+01   1.3602994130417699e+01   1.6828492445825940e+01   1.4511867269141160e+01   1.3367690789134453e+01   1.4354060289293752e+01   1.6638367108815100e+01   1.9234154595026506e+01   1.9678353205730684e+01   2.1718637265430552e+01   2.3491387105841511e+01   2.5213435895804874e+01   2.7152282201149703e+01   2.8752760961506969e+01   3.0590340461261150e+01   3.2478664767031795e+01   3.4208866259151250e+01   3.6137808584885356e+01   3.8032198232985607e+01   3.9855066466838416e+01   4.1621767497964292e+01   4.3530591733308995e+01   4.5457864753417560e+01   4.7539468354654915e+01   4.9403314211739989e+01   5.1427275696515366e+01   5.3407372614904794e+01   5.5537392495175972e+01   5.7674368799654388e+01   5.9871499077140165e+01   6.2132024648366972e+01   6.4275188570974663e+01   6.6272828467651067e+01   6.8451648375325092e+01   7.0724589590605419e+01   7.3231664490682917e+01   7.5275390760021537e+01   7.7596590976074310e+01   7.9765764467659636e+01   8.2311763159440076e+01   8.4787088129930197e+01   8.7300685497345100e+01   8.9938037779722606e+01   9.2809037208767307e+01   9.5444649533213934e+01   9.8011345001494817e+01   1.0103006417581879e+02   1.0385474292709847e+02   1.0672258488043173e+02   1.0960384453994369e+02   1.1286236040776579e+02   1.1569213592533023e+02   1.1865532106243624e+02   1.2169796038584204e+02   1.2543100322748330e+02   1.2862203250583886e+02   1.3202850335631209e+02   1.3544275354158577e+02   1.3917838853651023e+02   1.4320095160655893e+02   1.4723034870739539e+02   1.5098557012430257e+02   1.5507111229826566e+02   1.5904677533715858e+02   1.6311429809594986e+02   1.6724354452236079e+02   1.7197103091464211e+02   1.7648669422970485e+02   1.8137358741987623e+02   1.8622885892918177e+02   1.9105234594293125e+02   1.9613028452126142e+02   2.0209555758429357e+02   2.0765569020135516e+02   2.1352570984316807e+02   2.1953127375669362e+02   2.2610268836387957e+02   2.3379831755861019e+02   2.4060799796744303e+02   2.4895440056722262e+02   2.5648012119767640e+02   2.6483248808173028e+02   2.7345585422501938e+02   2.8324715696138657e+02   2.9367156004141020e+02   3.0481719264466761e+02   3.1653913907127588e+02   3.3069362685824058e+02   3.4534449568456989e+02   3.6212289186247989e+02   3.7950134295676332e+02   4.0130358574842126e+02   4.2169637889738965e+02   4.4776446835310753e+02   4.8100420650284821e+02   5.1682383812353896e+02   5.7954262901967866e+02   6.8310890943077709e+02
   1.6907236588829051e+01   1.6210157293729683e+01   1.3744164160246260e+01   1.5085146610568058e+01   1.6837823882517320e+01   1.5884605026132881e+01   1.6684896964390752e+01   1.5270542684774764e+01   1.6789292097873318e+01   1.9631908207420491e+01   1.9796790382167281e+01   2.2062926812973902e+01   2.3991650425276219e+01   2.5438227982030472e+01   2.7191790168919312e+01   2.8781397847663797e+01   3.0596415137087554e+01   3.2546315996946490e+01   3.4223990936030305e+01   3.6196398258211687e+01   3.8032744307470473e+01   3.9858679975636967e+01   4.1641595333446737e+01   4.3555503759475236e+01   4.5509512033342986e+01   4.7551502529799798e+01   4.9405226112844403e+01   5.1456356407151517e+01   5.3463635059807011e+01   5.5540241465212631e+01   5.7785434207858764e+01   5.9917396484677745e+01   6.2171011041102282e+01   6.4366054879308265e+01   6.6309064139740357e+01   6.8453823937689819e+01   7.0789330839649963e+01   7.3324491316804213e+01   7.5330209297486959e+01   7.7655624162762422e+01   7.9819724403956286e+01   8.2351964266944563e+01   8.4790482552724640e+01   8.7368887044123369e+01   8.9971350478003785e+01   9.2838204428361564e+01   9.5455895587178091e+01   9.8063309058506462e+01   1.0103991372381405e+02   1.0387893517168357e+02   1.0674538918055494e+02   1.0962067933497136e+02   1.1286560027347090e+02   1.1590855030422129e+02   1.1872451735811961e+02   1.2170808904030920e+02   1.2549113602763802e+02   1.2874205753086292e+02   1.3206994432685934e+02   1.3545924844134160e+02   1.3923753943359787e+02   1.4338752136670169e+02   1.4739890528275896e+02   1.5104348339115947e+02   1.5521197316663853e+02   1.5909472014452055e+02   1.6326102107253485e+02   1.6727784378288996e+02   1.7203556747934218e+02   1.7656287188438489e+02   1.8149837326552426e+02   1.8640804204589790e+02   1.9106136083976185e+02   1.9645929195605370e+02   2.0214102495456464e+02   2.0784182439378293e+02   2.1354078428379592e+02   2.1972214061028822e+02   2.2612817311604786e+02   2.3400277542215676e+02   2.4062329273398112e+02   2.4899610303154006e+02   2.5663278451135972e+02   2.6517262357792771e+02   2.7365477668237395e+02   2.8339391444565024e+02   2.9387783611724194e+02   3.0491198257893137e+02   3.1677515422299371e+02   3.3089575236905029e+02   3.4546275891055649e+02   3.6213256084662464e+02   3.7956841670001847e+02   4.0146393717077098e+02   4.2208010211768521e+02   4.4795386510990306e+02   4.8188011495039297e+02   5.1689315316524426e+02   5.7956616806167733e+02   6.8424503309534248e+02
   2.6125185749070344e+01   1.6279821999418534e+01   1.3863918496312976e+01   1.6146581613940324e+01   1.7053423205300003e+01   1.5955879210028401e+01   1.7779072826127805e+01   1.7377534017243963e+01   1.7091433287383452e+01   2.0187631532727728e+01   1.9943609663952753e+01   2.2072321872091244e+01   2.3994100853359598e+01   2.5453262237812385e+01   2.7298277453590362e+01   2.8829053913185916e+01   3.0617916267672989e+01   3.2555865986813437e+01   3.4277574570223194e+01   3.6204949648397147e+01   3.8038714043782370e+01   3.9876145187605104e+01   4.1665646585025947e+01   4.3631073048636409e+01   4.5534351123241798e+01   4.7612331867434953e+01   4.9521548560200493e+01   5.1462451196249951e+01   5.3519607279314030e+01   5.5564631837019249e+01   5.7916860051802864e+01   5.9979532594400489e+01   6.2221407483061412e+01   6.4383788455270519e+01   6.6375644189761260e+01   6.8496761112198001e+01   7.0876188154364883e+01   7.3357716580357575e+01   7.5351836232965738e+01   7.7656952944671488e+01   7.9831309854917009e+01   8.2372191047636591e+01   8.4826289134410928e+01   8.7370748329895875e+01   8.9974589791466613e+01   9.2861979078128883e+01   9.5464156574902191e+01   9.8067011569735129e+01   1.0110756715082937e+02   1.0389390921174393e+02   1.0677972854025229e+02   1.0963705730059043e+02   1.1288730432644429e+02   1.1593993808783696e+02   1.1873379189780893e+02   1.2177401797984466e+02   1.2552115478975412e+02   1.2877684845078304e+02   1.3229520053303042e+02   1.3565648258657762e+02   1.3931226483230904e+02   1.4345044021396993e+02   1.4740650119910040e+02   1.5108851003638893e+02   1.5530656845089447e+02   1.5918047783020185e+02   1.6353614058469950e+02   1.6739083586717732e+02   1.7217936662087888e+02   1.7661716790985810e+02   1.8154331541417312e+02   1.8642793782923974e+02   1.9112593465212493e+02   1.9694868606836573e+02   2.0215012336509184e+02   2.0785244028241371e+02   2.1356756815843150e+02   2.1973120888468469e+02   2.2619438720657709e+02   2.3408034360689444e+02   2.4066367015905362e+02   2.4905289514339688e+02   2.5678274683152421e+02   2.6526696704388513e+02   2.7374643907387531e+02   2.8352089950231795e+02   2.9387819757313059e+02   3.0526722722471953e+02   3.1750748991735321e+02   3.3093411397030587e+02   3.4571558550138468e+02   3.6223016439857435e+02   3.7960830576689892e+02   4.0163602602141600e+02   4.2216031209856465e+02   4.4840623298625985e+02   4.8239695952263980e+02   5.1882794859927947e+02   5.8052137901226263e+02   6.8762988243971051e+02
   2.6303859330300089e+01   1.6818820163270210e+01   1.4164859852844524e+01   1.6755100965068063e+01   1.7143687058974987e+01   1.6096310826593569e+01   1.8040985900043314e+01   1.8988417249741051e+01   1.7281667511900306e+01   2.0848669062236702e+01   2.0401722312544681e+01   2.2085651890777623e+01   2.4022900929019539e+01   2.5463733847616023e+01   2.7309672507583077e+01   2.8839903074854032e+01   3.0659989653513339e+01   3.2560990225290126e+01   3.4301949120278074e+01   3.6208281850419191e+01   3.8058851327441694e+01   3.9986592540789729e+01   4.1670588559366159e+01   4.3669495856640623e+01   4.5535269129074791e+01   4.7704094934556835e+01   4.9543551498945327e+01   5.1498425647888212e+01   5.3532186148932624e+01   5.5658066044015044e+01   5.7980575309749078e+01   5.9988967989910783e+01   6.2266793417508346e+01   6.4385865774857919e+01   6.6407507070477592e+01   6.8567519265855694e+01   7.0888651674530848e+01   7.3360156775791395e+01   7.5352051193745226e+01   7.7666100963675675e+01   7.9850346877598000e+01   8.2431172683823306e+01   8.4859552446105795e+01   8.7428030467435576e+01   9.0000353674777259e+01   9.2866780648239072e+01   9.5488090448694948e+01   9.8122794881487636e+01   1.0111056470207265e+02   1.0390002960936188e+02   1.0688817338763501e+02   1.0967266765951155e+02   1.1291886043551519e+02   1.1596187788344400e+02   1.1878074027119231e+02   1.2184986519837675e+02   1.2565003140084973e+02   1.2881405970051429e+02   1.3230327372392046e+02   1.3566768434051701e+02   1.3933743596434303e+02   1.4346637165224331e+02   1.4741086428786761e+02   1.5111635106274423e+02   1.5543273326413944e+02   1.5932969208091055e+02   1.6357645582557873e+02   1.6763526844417274e+02   1.7220881002459316e+02   1.7666192303782461e+02   1.8159782730550307e+02   1.8655023002141536e+02   1.9112742384312500e+02   1.9700479870995594e+02   2.0239349122731494e+02   2.0789993930757615e+02   2.1357585589746742e+02   2.1978603770584112e+02   2.2622296224497413e+02   2.3457102825710348e+02   2.4080358678079213e+02   2.4950850327786600e+02   2.5764304347904647e+02   2.6539463462401579e+02   2.7402833794446468e+02   2.8355665699321457e+02   2.9436119353323039e+02   3.0562470804062690e+02   3.1764435108142538e+02   3.3099689523694951e+02   3.4595023346052523e+02   3.6229664981180588e+02   3.7981763019401279e+02   4.0203512445708373e+02   4.2234037730629950e+02   4.4860055147500350e+02   4.8246898248261840e+02   5.1953978799216486e+02   5.8053277442523540e+02   6.9059944180473144e+02
   2.6446580389799902e+01   1.6898996648232668e+01   1.5842976376434766e+01   1.6908454298884887e+01   1.7666358817618878e+01   1.6589156959060389e+01   1.8099563580429106e+01   2.0280168507574906e+01   1.8239064578752803e+01   2.2498663388587754e+01   2.0500057052775471e+01   2.2414241958934934e+01   2.4067030897559047e+01   2.5643107325132469e+01   2.7394765205904491e+01   2.8849835319661050e+01   3.0734009623834218e+01   3.2564663252164387e+01   3.4415931561625356e+01   3.6307990134118775e+01   3.8063377045168984e+01   4.0001397905993038e+01   4.1671319452213709e+01   4.3682034254420330e+01   4.5568695075057342e+01   4.7715665958899145e+01   4.9605880028299943e+01   5.1550425382751065e+01   5.3671868392847934e+01   5.5681778636113577e+01   5.7996491164479352e+01   5.9996668136374225e+01   6.2297532785649189e+01   6.4386651089725561e+01   6.6440244255620826e+01   6.8606794283607030e+01   7.0933666661528662e+01   7.3384752580431922e+01   7.5692322303946341e+01   7.7742436719784607e+01   7.9922402202103683e+01   8.2457904264215387e+01   8.4927426012862000e+01   8.7469631237802062e+01   9.0058394870212524e+01   9.2898021501953409e+01   9.5493221603546829e+01   9.8293113081422007e+01   1.0112333397084555e+02   1.0394624003514258e+02   1.0693270368535693e+02   1.0968860810143067e+02   1.1295283339925730e+02   1.1602727773910026e+02   1.1879266306997494e+02   1.2189321032569464e+02   1.2579397982503700e+02   1.2894736162601279e+02   1.3236257132376360e+02   1.3571027800538775e+02   1.3936311224694271e+02   1.4352388853632414e+02   1.4747505607802293e+02   1.5121368427109593e+02   1.5550588917738537e+02   1.5933869279847801e+02   1.6375203951761486e+02   1.6766036335432983e+02   1.7228828877376128e+02   1.7677581435835481e+02   1.8160660612756735e+02   1.8666611602222039e+02   1.9124280630605631e+02   1.9740862264476681e+02   2.0246659923972069e+02   2.0812683310394559e+02   2.1358585438339202e+02   2.1989052345931319e+02   2.2627333480911471e+02   2.3461935681913670e+02   2.4084322734497246e+02   2.4951840257222739e+02   2.5781327064759319e+02   2.6545430911559799e+02   2.7406114073320606e+02   2.8357631779506386e+02   2.9457936323644947e+02   3.0598159519073533e+02   3.1774453899211125e+02   3.3111526575805823e+02   3.4614410383809184e+02   3.6248677399035296e+02   3.8002621509237247e+02   4.0291363859857034e+02   4.2242997546668443e+02   4.4869835702246490e+02   4.8316543896085210e+02   5.2119404356134248e+02   5.8076058486427030e+02   6.9314721610518279e+02
   2.6765907667369930e+01   1.7261359946131385e+01   1.6007028158436903e+01   1.7549709861075701e+01   1.8194230898466689e+01   1.7737841970573214e+01   1.8260505635333793e+01   2.0310615456899107e+01   1.8359556641064390e+01   2.2680344521202219e+01   2.0588931876982450e+01   2.2573906086575391e+01   2.4147725698349067e+01   2.5849399573527648e+01   2.7403095065392279e+01   2.8918057604842645e+01   3.0829299636533310e+01   3.2648292152816673e+01   3.4460708558353041e+01   3.6403117418157130e+01   3.8097418653407587e+01   4.0026606994768130e+01   4.1673446001291680e+01   4.3692848397119029e+01   4.5586152923767870e+01   4.7775342139054537e+01   4.9623463329822961e+01   5.1579159249737771e+01   5.3707209325537626e+01   5.5697753224324053e+01   5.8065225633323315e+01   6.0002046876952193e+01   6.2333073758344170e+01   6.4395780011251247e+01   6.6462395564346920e+01   6.8619456475939302e+01   7.1000769589027101e+01   7.3392254598333110e+01   7.5702741532250002e+01   7.7786838077494352e+01   7.9942432088151449e+01   8.2470207266235377e+01   8.4990521694652301e+01   8.7505824517707836e+01   9.0172889386615353e+01   9.2963422151950141e+01   9.5644338904429702e+01   9.8294673611833375e+01   1.0119567724467512e+02   1.0403044202043695e+02   1.0695855646992004e+02   1.0969194125944459e+02   1.1301355218206029e+02   1.1603857152432919e+02   1.1879666550220701e+02   1.2198090678109673e+02   1.2590345282132371e+02   1.2903576740936379e+02   1.3247401009068960e+02   1.3571297770527050e+02   1.3939992647470353e+02   1.4355305982049637e+02   1.4754723937697781e+02   1.5143948754948192e+02   1.5555417116945642e+02   1.5942159259929335e+02   1.6376708377898871e+02   1.6775743739292520e+02   1.7242516976024470e+02   1.7686450416633670e+02   1.8160981562370318e+02   1.8666792592266381e+02   1.9127112679308800e+02   1.9753515265941792e+02   2.0248022507402393e+02   2.0818635769409835e+02   2.1364957593972562e+02   2.1992405922563316e+02   2.2637527725081102e+02   2.3466845536275952e+02   2.4117111018760326e+02   2.4953522672892515e+02   2.5834449831752966e+02   2.6560348423905481e+02   2.7457040328761497e+02   2.8370175004122382e+02   2.9460602038091088e+02   3.0602509115566943e+02   3.1775887734512128e+02   3.3114215547401403e+02   3.4663432652446136e+02   3.6260592424872249e+02   3.8026361522089172e+02   4.0302863055113932e+02   4.2279077789503930e+02   4.4944606720320348e+02   4.8357162994013396e+02   5.2122173304265527e+02   5.8194871815052647e+02   6.9355584382309769e+02
   2.6814307443980571e+01   1.7428611342957815e+01   1.6233636660274712e+01   1.7832007908945432e+01   1.8873373082547104e+01   1.8599622088850332e+01   1.8342254025768778e+01   2.0342950354382829e+01   1.9618630584262192e+01   2.3507444883896536e+01   2.0652338473618862e+01   2.2581322903836824e+01   2.4252821284260929e+01   2.5951133272515531e+01   2.7526091372896076e+01   2.8918729831863764e+01   3.0965273036230045e+01   3.2650737593688021e+01   3.4463393154700583e+01   3.6409906637372195e+01   3.8146983327810624e+01   4.0034911439277515e+01   4.1733780460780693e+01   4.3718567368019045e+01   4.5649379021892329e+01   4.7786561655742034e+01   4.9637464420713904e+01   5.1613589336284996e+01   5.3824156613146627e+01   5.5712447697141116e+01   5.8139858395934553e+01   6.0050285080981574e+01   6.2401081765286129e+01   6.4398524272947625e+01   6.6523899138889334e+01   6.8665790245515126e+01   7.1064133967613557e+01   7.3556558880567223e+01   7.5710066365450189e+01   7.7799873271025348e+01   7.9954152764237222e+01   8.2594057985611400e+01   8.4999204937017169e+01   8.7508348982899989e+01   9.0181224673969012e+01   9.3004234006503637e+01   9.5658148092043447e+01   9.8330361727573802e+01   1.0122155558404445e+02   1.0434298362304160e+02   1.0696939248825844e+02   1.0974783630246833e+02   1.1302736435624269e+02   1.1612735952276805e+02   1.1884552959587526e+02   1.2200230382344198e+02   1.2592460357424996e+02   1.2905351047659590e+02   1.3270418778737286e+02   1.3577377017525612e+02   1.3941140293645182e+02   1.4364164773139447e+02   1.4755428426483800e+02   1.5145729129819307e+02   1.5560451978188968e+02   1.5943262633035894e+02   1.6384496302177405e+02   1.6776752127282137e+02   1.7247989294407168e+02   1.7690903238189804e+02   1.8179103175608478e+02   1.8685312945729800e+02   1.9144813666906947e+02   1.9762688844589607e+02   2.0249590199170987e+02   2.0826036999976728e+02   2.1368725501698955e+02   2.2000249849465487e+02   2.2670198402598015e+02   2.3491853787285515e+02   2.4141155163374415e+02   2.4998641445352536e+02   2.5839993389243449e+02   2.6572370265935774e+02   2.7458601760796012e+02   2.8372413120009651e+02   2.9465220933521266e+02   3.0674804126911960e+02   3.1804572525272147e+02   3.3123454724117778e+02   3.4720516053596276e+02   3.6279411543060036e+02   3.8029589632605757e+02   4.0307991571368575e+02   4.2385298162942013e+02   4.5071369274874263e+02   4.8428924190246158e+02   5.2216708425768309e+02   5.8386444356214065e+02   6.9450015081195033e+02
   2.7046297686791899e+01   1.7879076068375834e+01   1.6402374190250502e+01   1.8467516018189798e+01   1.9619916780618244e+01   1.9447366472461624e+01   1.8708357112754047e+01   2.0664485352345505e+01   1.9773563048586269e+01   2.3892265778474425e+01   2.0696909337043252e+01   2.2900741967180156e+01   2.4257003886672152e+01   2.6066998529356429e+01   2.7595062833431751e+01   2.9084668011277650e+01   3.1099331720700885e+01   3.2700350619635053e+01   3.4492499398430489e+01   3.6413044482191452e+01   3.8152598437704562e+01   4.0081840709135562e+01   4.1745439130022518e+01   4.3742720063313072e+01   4.5665914719925958e+01   4.7789157421389739e+01   4.9671090813089933e+01   5.1623884232947397e+01   5.3828512084255848e+01   5.5821503326532188e+01   5.8152033446454503e+01   6.0056582618375749e+01   6.2431476012854688e+01   6.4405967678180289e+01   6.6536209303851876e+01   6.8672303724615460e+01   7.1149174092490568e+01   7.3570819964185461e+01   7.5743528816391290e+01   7.7800562558219085e+01   7.9957630932611664e+01   8.2615691658058992e+01   8.5042109494220711e+01   8.7512047844684716e+01   9.0336508035470473e+01   9.3089948002834589e+01   9.5658208746660449e+01   9.8358861051188342e+01   1.0135134091884262e+02   1.0439939749866018e+02   1.0698176819126869e+02   1.0975182311556659e+02   1.1325546309357298e+02   1.1622266442838497e+02   1.1886381567801097e+02   1.2201291935349755e+02   1.2593679253865632e+02   1.2908350747364847e+02   1.3271361956238459e+02   1.3583830065165566e+02   1.3950712726379129e+02   1.4366453446827347e+02   1.4757279237558555e+02   1.5177627555227954e+02   1.5574438089934137e+02   1.5943677099627646e+02   1.6388767864604111e+02   1.6781661766440644e+02   1.7250345094688095e+02   1.7692125055722556e+02   1.8185323496808255e+02   1.8687408897418220e+02   1.9154713251894367e+02   1.9769074848794656e+02   2.0258799103736362e+02   2.0831762837505076e+02   2.1373301201047943e+02   2.2009989305806405e+02   2.2674607235702248e+02   2.3503145119575487e+02   2.4141632020745428e+02   2.5047614360635470e+02   2.5842969002653518e+02   2.6595843575505899e+02   2.7483856951652115e+02   2.8381789104859638e+02   2.9470413950804107e+02   3.0683925891715967e+02   3.1812694387864434e+02   3.3123645687993917e+02   3.4749008967048144e+02   3.6294070995927171e+02   3.8047030993966803e+02   4.0405515246269687e+02   4.2414033712704276e+02   4.5204515167601988e+02   4.8466042724631598e+02   5.2285691536652280e+02   5.8445325345229116e+02   6.9484635001101333e+02
   2.7125994456568037e+01   1.8617533709039048e+01   1.6507690129034181e+01   1.8605754212678288e+01   2.0120556558614521e+01   1.9653058101482209e+01   1.9317665207898703e+01   2.0787720890153928e+01   1.9794418528575001e+01   2.4084940318838523e+01   2.1012879214841863e+01   2.3055454052547216e+01   2.4438282596452723e+01   2.6101272597634495e+01   2.7619400679053363e+01   2.9150614859716502e+01   3.1101192284321233e+01   3.2710166783781119e+01   3.4512647181392772e+01   3.6444847490468646e+01   3.8182014559963477e+01   4.0144829346522698e+01   4.1776555523731822e+01   4.3819039768044554e+01   4.5740718551407511e+01   4.7841881457460595e+01   4.9673767690044798e+01   5.1633420229162574e+01   5.3839402739475055e+01   5.5823817602999867e+01   5.8183495517044641e+01   6.0081814941196562e+01   6.2457505148844490e+01   6.4421337302793177e+01   6.6547097984540869e+01   6.8684019076231436e+01   7.1173488749673567e+01   7.3606660177396563e+01   7.5756571059496466e+01   7.7860132827697655e+01   7.9959604741854676e+01   8.2663889766625516e+01   8.5056440538830557e+01   8.7646554945916876e+01   9.0428972522816352e+01   9.3124539332006691e+01   9.5665398411709589e+01   9.8449278627082194e+01   1.0139421727885723e+02   1.0442535101211926e+02   1.0699041820567145e+02   1.0980018765302317e+02   1.1330001914274588e+02   1.1630621228385209e+02   1.1889141017481472e+02   1.2201459513598736e+02   1.2596975596317975e+02   1.2913699088655906e+02   1.3273655736626455e+02   1.3587749851708097e+02   1.3955599210585524e+02   1.4367549643630022e+02   1.4767291239962668e+02   1.5177791605857814e+02   1.5596624152984381e+02   1.5948685364461838e+02   1.6389681433141081e+02   1.6787052858739318e+02   1.7257079758370887e+02   1.7692761473712076e+02   1.8186824811353313e+02   1.8692180010503111e+02   1.9154943181996126e+02   1.9784398735222811e+02   2.0260384386528585e+02   2.0832562709205240e+02   2.1385085447093198e+02   2.2035468566726183e+02   2.2681719395250715e+02   2.3505003538827395e+02   2.4156859481763078e+02   2.5052781698165197e+02   2.5849943396340706e+02   2.6597175897789748e+02   2.7507151329636184e+02   2.8388413131389819e+02   2.9476425945036448e+02   3.0694914263159563e+02   3.1836572799579324e+02   3.3147070176789299e+02   3.4761772592964985e+02   3.6406660481844358e+02   3.8047643685848260e+02   4.0491102548472531e+02   4.2436549116702008e+02   4.5205211597951688e+02   4.8474172780656937e+02   5.2477866304380211e+02   5.8599571271018226e+02   6.9787574848488191e+02
