 2.7375154025426522e+01 1.8319247238960131e+01 1.5100041949964174e+01 1.0207490186512610e+01 1.5980327008481321e+01 2.8964950293845593e+01 1.2335555033788346e+01 1.3844487750906582e+01 1.5256772311275572e+01 1.6869173147880677e+01 1.5410535566961489e+01 1.5254017323618489e+01 1.6901138781830134e+01 1.0023125548496852e+01 1.9347223156969513e+01 1.2079503364798670e+01 1.2222008320587737e+01 1.6117363294142670e+01 1.7574353667417935e+01 1.2797522188774822e+01 1.6066250322182452e+01 1.1206879717050358e+01 1.4855122587037725e+01 1.4666182989240466e+01 1.6100286107523161e+01 1.3402595444227549e+01 1.4863217878334629e+01 1.5134221145274555e+01 1.6134437440145330e+01 1.1719867857474066e+01 1.7160384898847219e+01 1.3084482509815345e+01 1.7180070283756773e+01 1.3185902441241563e+01 1.3013719478541494e+01 1.3065153918807079e+01 1.5337137459394942e+01 1.6627144787729726e+01 1.4054248429558903e+01 1.9306840941304873e+01 1.7329542924279014e+01 1.4550754964480912e+01 2.0682034040481454e+01 1.5485566793932479e+01 1.7479425399256275e+01 1.6335728570951453e+01 1.6963846677556830e+01 1.8378024784737267e+01 1.9082934766601976e+01 1.8426610111688550e+01 1.9265624281507954e+01 1.9697982819083396e+01 1.9909071794489570e+01 2.0852873514675856e+01 2.1070180940257831e+01 2.2647761914641180e+01 2.2279403306331627e+01 2.3021341386968373e+01 2.3475727152670459e+01 2.4484208216994176e+01 2.4792469971827202e+01 2.5523815309115015e+01 2.6185951240143908e+01 2.7211909795068227e+01 2.7443786364819665e+01 2.8263079198847034e+01 2.9065805100597398e+01 2.9759540044525856e+01 3.0566549587652549e+01 3.1375171482379876e+01 3.2244416891179888e+01 3.3154166817870689e+01 3.4129154806985049e+01 3.5032937713944783e+01 3.6135108557784896e+01 3.7180490556595871e+01 3.8233147235079620e+01 3.9426331220150480e+01 4.0653315902879150e+01 4.1865777419266614e+01 4.3061575535919538e+01 4.4451184313185330e+01 4.5792167122367886e+01 4.7310409413705685e+01 4.9054631109213879e+01 5.0421068470244741e+01 5.2076353156137110e+01 5.3850578600522887e+01 5.5758743266482377e+01 5.8270572302168034e+01 6.0354718065439428e+01 6.3262916680153829e+01 6.6293600531133563e+01 6.9763562331363318e+01 7.3617124701314125e+01 7.8395177166771077e+01 8.3420022145136556e+01 9.1476252184821192e+01 1.0208654021473394e+02 1.2321744524481161e+02
 2.8118819441896999e+01 2.7723064608934678e+01 1.6303305181479416e+01 1.4248302825420891e+01 2.4445162476550639e+01 2.9434696630189809e+01 1.4387273484018960e+01 1.4742600502641078e+01 1.5355614568851246e+01 1.7801570971820560e+01 1.9460325715730516e+01 1.5569947691106949e+01 1.8121260958740304e+01 1.5984939382521425e+01 2.0477443501032020e+01 1.4159589720492578e+01 1.6969779127346570e+01 1.6979230936569426e+01 2.0787989809802870e+01 1.8565310080760408e+01 1.8336630369146306e+01 1.3042630962734613e+01 1.5402339121823562e+01 1.4795211201119038e+01 1.7139329476173170e+01 1.6724782355162024e+01 1.7818937936515329e+01 1.7490126204731773e+01 2.0498132162666597e+01 1.7058127738039385e+01 1.9046551823251328e+01 1.4707347267926377e+01 1.9960696483712322e+01 1.5264579842079810e+01 1.3057842420861203e+01 1.7136302662340182e+01 1.8537033771799564e+01 1.8597413648295191e+01 1.7199271558165304e+01 2.0016243794661570e+01 1.7572982956274728e+01 1.4568535850435804e+01 2.0907189622023559e+01 1.9823192210352165e+01 2.0269824868784188e+01 1.6486152597196352e+01 1.8347976272447298e+01 1.8656326146467475e+01 2.1307650259268641e+01 1.8740411814961814e+01 2.0422188314416459e+01 2.1542395790708884e+01 2.0318443002706164e+01 2.1939181158196515e+01 2.1437998663850419e+01 2.2795625949785691e+01 2.2419726621797935e+01 2.3021389126408547e+01 2.3572486666984869e+01 2.5881158370557682e+01 2.5155018624076892e+01 2.5583817747280126e+01 2.6213726378426131e+01 2.7269972660051494e+01 2.7449852038443840e+01 2.8409768623646460e+01 2.9112522677133168e+01 2.9807310138343972e+01 3.0750666412938305e+01 3.1385974755337422e+01 3.2333039481921347e+01 3.3196865377310793e+01 3.4208879948134438e+01 3.5208939305298728e+01 3.6167017746052593e+01 3.7261610929486189e+01 3.8276696685088083e+01 3.9475732858351037e+01 4.0723478716323392e+01 4.2019665314059203e+01 4.3199738649610616e+01 4.4530621351177587e+01 4.5884519819849537e+01 4.7312667170677400e+01 4.9056395930559880e+01 5.0555004153643289e+01 5.2250609561331721e+01 5.3907775020959463e+01 5.5834196583159034e+01 5.8424445754909662e+01 6.0423864929434735e+01 6.3375301761013581e+01 6.6571212126434432e+01 7.0327386423342389e+01 7.4488078332921063e+01 7.8462257442222409e+01 8.4046137536740645e+01 9.3972381363208683e+01 1.0325140219125024e+02 1.2454138077380892e+02
 2.8457117438271599e+01 2.8629676626360030e+01 2.6487333671996875e+01 1.7316356182170743e+01 2.4790386538876437e+01 2.9573674564525245e+01 1.4450750652058439e+01 1.7451232360187923e+01 1.5436930460566375e+01 1.7865151313110488e+01 2.8672517310392458e+01 1.6921167232856131e+01 2.1429830184511729e+01 2.0911039916329965e+01 2.0664396447951304e+01 1.5679007130592220e+01 1.8134508918882560e+01 1.7363241958374356e+01 2.1337181551635066e+01 1.9095996892281825e+01 2.0808598613584437e+01 1.5298026389625830e+01 1.5694965957471878e+01 1.4966060877828387e+01 2.1312053906782399e+01 1.7799330633181832e+01 1.9918999179558977e+01 1.9082692839328061e+01 2.1239000350723458e+01 1.9389192213035845e+01 1.9717325822074091e+01 2.1366643196642809e+01 2.1168667444127564e+01 1.6057746943920950e+01 1.4829974434222590e+01 2.0397167964088261e+01 1.9991939443753658e+01 1.9187950875533407e+01 1.7792921078969623e+01 2.0026093010716224e+01 1.8690009419178271e+01 1.4851225683318193e+01 2.1353118862250199e+01 2.1342760546070732e+01 2.0742292893729378e+01 2.1027255460628524e+01 1.9698593271348003e+01 1.9224747724441585e+01 2.1406613673188701e+01 1.8777731360481678e+01 2.0825612075992670e+01 2.1667875698629320e+01 2.1404399384082225e+01 2.2182410864139307e+01 2.3037180187179946e+01 2.2861454001866594e+01 2.2447631348077749e+01 2.6367663926141898e+01 2.3880609263772843e+01 2.6364955206791016e+01 2.5212246956372329e+01 2.5705746137669596e+01 2.6348778021081955e+01 2.7401141954722476e+01 2.7658554154156434e+01 2.8521761729070978e+01 2.9380962834074328e+01 3.0023594166579990e+01 3.0877757956498808e+01 3.1557977309689047e+01 3.2432681286295519e+01 3.3335313114211083e+01 3.4291665532489439e+01 3.5303709952272165e+01 3.6248318121927717e+01 3.7347010607281540e+01 3.8375617903131285e+01 3.9668853986154794e+01 4.0736732795593994e+01 4.2026026183859493e+01 4.3235677244452894e+01 4.4533540431860864e+01 4.5955872902490469e+01 4.7592270328630271e+01 4.9060382892759968e+01 5.0628702969956151e+01 5.2312802611204901e+01 5.3932017831065984e+01 5.5906159472399295e+01 5.8691682436497260e+01 6.0775054828706658e+01 6.3556108810444478e+01 6.6590800345880993e+01 7.0395776696813499e+01 7.4587987778146513e+01 7.8690917648981852e+01 8.4698878568001433e+01 9.4821774948019851e+01 1.0606052022080132e+02 1.2505594224824125e+02
 2.8918916320984053e+01 2.8649559276941396e+01 2.8612172353217638e+01 2.3328306519757572e+01 2.8890070493310709e+01 3.0854197938382942e+01 1.4959258341118323e+01 2.1268624054881201e+01 1.9710031998209324e+01 2.7090955058719906e+01 2.9719141389046680e+01 2.0200075800455608e+01 2.2595090944276119e+01 2.2346361287146792e+01 2.7090836454802528e+01 1.9494964749046432e+01 1.8453402576657243e+01 1.7991668755484127e+01 2.2476875225874711e+01 2.1049648786007708e+01 2.0871690828303926e+01 1.9350073382523526e+01 1.8417910956513154e+01 1.8401815577343040e+01 2.1321870133052286e+01 1.9808213644778014e+01 1.9948066720771127e+01 2.0076029037022082e+01 2.2294676983791291e+01 2.0827237080507842e+01 2.0467173667239393e+01 2.2566957801397677e+01 2.1571752177898531e+01 1.7995974478651735e+01 1.6821152528767165e+01 2.2088683814193715e+01 2.3279778586196041e+01 1.9580264459830797e+01 1.8025588882319774e+01 2.1668221514066037e+01 1.9989977318472668e+01 1.4895242032431632e+01 2.1560476630342240e+01 2.1395720348878836e+01 2.2893845719786700e+01 2.1080983633525289e+01 2.0352431365779811e+01 1.9820469137364238e+01 2.1476594386299151e+01 2.2521541812139837e+01 2.2779140475398435e+01 2.2280185952638519e+01 2.2166511533344476e+01 2.3225874178219218e+01 2.5489091103378883e+01 2.3214832435212770e+01 2.4216487553417078e+01 2.6607362900721721e+01 2.3919884367870416e+01 2.6772445337453522e+01 2.5357732807566997e+01 2.5861568486119015e+01 2.6462535770049044e+01 2.7659453329263147e+01 2.7667442665790492e+01 2.8649892617777478e+01 2.9454402625373316e+01 3.0048935724727087e+01 3.0940022466155956e+01 3.1577260498871716e+01 3.2433461580045396e+01 3.3340568095472626e+01 3.4307151002116996e+01 3.5324928592268733e+01 3.6264875597802515e+01 3.7411658425432975e+01 3.8483807558874432e+01 3.9863092553681639e+01 4.0843445525616254e+01 4.2056991584613762e+01 4.3388787798549885e+01 4.4555412755342850e+01 4.6117143547947464e+01 4.7608160553726520e+01 4.9108629128694524e+01 5.0692530622937191e+01 5.2441991868358386e+01 5.3955866816161219e+01 5.6130376594807814e+01 5.8804795350388325e+01 6.0925607064624955e+01 6.3642751673581976e+01 6.6596387676258587e+01 7.0720753533370498e+01 7.4635673610971921e+01 7.9075186433872801e+01 8.4862454801240915e+01 9.6254329334117699e+01 1.0688430689763881e+02 1.2508796956664901e+02
 2.9075220794823480e+01 3.1020373517466254e+01 2.9698159035978062e+01 2.7220534255462645e+01 3.1316281769944638e+01 3.1826019252204311e+01 1.7044503398296683e+01 2.2398937654961113e+01 2.5190872295146235e+01 2.8100597665351454e+01 3.0067676411438864e+01 2.0328039662688557e+01 2.7189727136368312e+01 2.8625748312863649e+01 2.8071614782412077e+01 1.9624684511568109e+01 2.9234378841119828e+01 1.9191017689220875e+01 2.2779347831319338e+01 2.3980812871461602e+01 2.1657331408220635e+01 2.0309659246180651e+01 1.9259947115317495e+01 1.9034729888142522e+01 2.2257403838123928e+01 2.0186554725818333e+01 2.0367177294743804e+01 2.0092611255664636e+01 2.3963109226652399e+01 2.1509517074561696e+01 2.2995121882705426e+01 2.2601699763926657e+01 2.2783759095954178e+01 2.0620629911783450e+01 1.8476859375128193e+01 2.2555711892941215e+01 2.3469974097271852e+01 2.1296702587060974e+01 2.1127118392535742e+01 2.1702850283791356e+01 2.0241331696000547e+01 1.7700045883564268e+01 2.2065540142791253e+01 2.2154677571756395e+01 2.4957620505716978e+01 2.3892710616880063e+01 2.3647968440467693e+01 2.1062774143376203e+01 2.3095761686282284e+01 2.2647571635111596e+01 2.2991096568788674e+01 2.2290619379380125e+01 2.2299469895700486e+01 2.3962286298570561e+01 2.6291451974103634e+01 2.3825441249104102e+01 2.4417005506741546e+01 2.7301194353972871e+01 2.3946546080728314e+01 2.7417386639972673e+01 2.5704819535127349e+01 2.5899107440343045e+01 2.6945243915082475e+01 2.9431350183610537e+01 2.7847975714441407e+01 2.8708573802046708e+01 2.9532288219239451e+01 3.0066054937497537e+01 3.0977671655974575e+01 3.1594997544794122e+01 3.2692610221854217e+01 3.3357899532821747e+01 3.4307876637267235e+01 3.5485313471549468e+01 3.6311353309173732e+01 3.7434165807418381e+01 3.8618342826885154e+01 4.0002995756137111e+01 4.0938785396213198e+01 4.2128603951209499e+01 4.3445947975781607e+01 4.4679325426430644e+01 4.6420000159876352e+01 4.7696256318966853e+01 4.9108654562482926e+01 5.0940917770083225e+01 5.2670868351470901e+01 5.4057698199522839e+01 5.6224527356572331e+01 5.8887098800349555e+01 6.0944195930821664e+01 6.3743968962262159e+01 6.6604384925314406e+01 7.0970173285525362e+01 7.4698023437689699e+01 7.9492582351927737e+01 8.5451013950023722e+01 9.6796863950147369e+01 1.0769725567303958e+02 1.2705539377287727e+02
 3.0686024388320114e+01 3.1626455277853754e+01 2.9727259500424672e+01 2.8323177941754054e+01 3.1485109214018625e+01 3.1829444669006804e+01 1.7067824396453396e+01 2.6460840522407565e+01 2.9109740207187432e+01 2.9283722144230296e+01 3.0660691426431153e+01 2.0335237389872045e+01 2.8299024993255344e+01 2.9521755636217105e+01 2.8767754398135800e+01 1.9779794756236004e+01 2.9527012306813241e+01 1.9406955715847829e+01 2.3505671351156426e+01 2.9209239442819346e+01 2.2538619990071197e+01 2.0861943782412460e+01 2.0445432493856600e+01 1.9590822876042814e+01 2.4451969006900516e+01 2.0451174841514089e+01 2.0569832129574674e+01 2.0248265322080432e+01 2.4026058211001278e+01 2.2094626437434304e+01 2.3392515945516980e+01 2.4098776793973435e+01 2.2896413933758989e+01 2.0750056360449875e+01 2.0898687740369933e+01 2.3289898533692355e+01 2.3638166704349437e+01 2.1754415390953532e+01 2.1240642451610018e+01 2.1756860607087557e+01 2.1313556248816013e+01 2.0415990680302873e+01 2.2854790658084813e+01 2.2819196018665249e+01 2.5456861022177538e+01 2.4861984035359029e+01 2.3669079729235705e+01 2.3285486163083981e+01 2.4379068872436353e+01 2.2858166743517074e+01 2.3434447461301616e+01 2.3422742131245162e+01 2.3146053446678188e+01 2.4404934415239268e+01 2.9142445738700818e+01 2.5232105859229602e+01 2.4532968198080333e+01 2.7485287040186108e+01 2.4027636293642608e+01 2.7664148071204018e+01 2.5911083603605451e+01 2.6962242104275948e+01 2.7788637417205329e+01 3.0390488331327195e+01 2.7950318602160930e+01 2.8916631330836346e+01 2.9533403295689979e+01 3.0260676012554971e+01 3.1030860828685899e+01 3.1675314035106268e+01 3.2693826446794205e+01 3.3366047264481196e+01 3.4466527110939133e+01 3.5493780147393167e+01 3.6339856226214444e+01 3.7523005314200752e+01 3.8770304538979694e+01 4.0067935453149268e+01 4.0954485673399020e+01 4.2300645129390787e+01 4.3659016909517192e+01 4.4687592723897936e+01 4.6551718440498327e+01 4.7788427111684783e+01 4.9219287834390492e+01 5.1002734258196291e+01 5.2783361453652283e+01 5.4145827182393965e+01 5.6353054859125599e+01 5.8938951544156915e+01 6.1092429823489148e+01 6.3951492805505509e+01 6.6810186313072123e+01 7.0975877841992514e+01 7.4981541631234506e+01 7.9985809164826591e+01 8.5821465148734021e+01 9.7001070670312231e+01 1.0837448572919551e+02 1.3398840616901282e+02
 3.1327413989820581e+01 3.5385754137450725e+01 3.0597393713282539e+01 3.0287285431631265e+01 3.2070408903448602e+01 3.2174306956620960e+01 2.1698059782661080e+01 2.7918818812401273e+01 2.9266403195973066e+01 2.9461001884912832e+01 3.1539537469204163e+01 2.6272664007558227e+01 3.0273889544072862e+01 3.0420150337242799e+01 2.8849805896458300e+01 2.0220544718239044e+01 2.9770360930537585e+01 2.0541463840166255e+01 3.0858173893204011e+01 2.9322096971061729e+01 2.3093265323428650e+01 2.1175196443123451e+01 2.9154808541659687e+01 1.9872718713944138e+01 2.7014218487441468e+01 2.1005188457374970e+01 2.1024792832367215e+01 2.0264568801107114e+01 2.4227571039320178e+01 2.2565748986830084e+01 2.3402318304446503e+01 2.4647545026564629e+01 2.3982748334457540e+01 2.2891442866286503e+01 2.2452119448788107e+01 2.3998038972743998e+01 2.5124260339756262e+01 2.2861081991055222e+01 2.1842385175186394e+01 2.2311129034335160e+01 2.1871914076591111e+01 2.1136200244819619e+01 2.4799879435084442e+01 2.4093725929717312e+01 2.7189033597699908e+01 2.6159531575770249e+01 2.3836418208979669e+01 2.4285248096349751e+01 2.4525195982308936e+01 2.3100317228037621e+01 2.4195327223690406e+01 2.3893214583599850e+01 2.3186910399472637e+01 2.6164566987595805e+01 2.9627819858979922e+01 2.6301014223384943e+01 2.6136904452305117e+01 2.7598143065003843e+01 2.4657987772003228e+01 2.7832576375399309e+01 2.6628405846336914e+01 2.8006940427946894e+01 2.8091765269498229e+01 3.1712145483933273e+01 2.8056409291400541e+01 2.8923644978352698e+01 2.9636986610816777e+01 3.0308113347607865e+01 3.1154353257179956e+01 3.1749978575533646e+01 3.2709128182012854e+01 3.3433153312368248e+01 3.4576378665571859e+01 3.5555966998655038e+01 3.6384021584591650e+01 3.7695902794942818e+01 3.8812483342549839e+01 4.0463514443252315e+01 4.0971338215689308e+01 4.2400553476302463e+01 4.3661473411685058e+01 4.4720419697328957e+01 4.6689532229657772e+01 4.7896569066904377e+01 4.9408896108852090e+01 5.1010227772779352e+01 5.2815973964315688e+01 5.4152548496762613e+01 5.6356961510384124e+01 5.9058343633652626e+01 6.1521219835972957e+01 6.3973848410051573e+01 6.6823155113790833e+01 7.1050807342079068e+01 7.5021341592142392e+01 7.9987029074149902e+01 8.6454666292604912e+01 9.8060639386397781e+01 1.0957247817670552e+02 1.3493876811071988e+02
 3.2113259832390817e+01 4.1608647004835113e+01 3.1187483557239094e+01 3.0993779278153912e+01 3.2095855488971353e+01 3.3764642118987453e+01 2.4625877197719234e+01 2.8665105928446010e+01 3.1019102762731077e+01 2.9760520212511963e+01 3.2161193254202416e+01 2.7188401347872862e+01 3.0386477455494276e+01 3.1371531240984055e+01 2.9053073958371527e+01 2.1580231464796618e+01 3.0431898482388920e+01 2.1158936351739374e+01 3.1427099817682819e+01 3.1375451235119819e+01 2.6459616598802139e+01 2.1436140569777127e+01 3.0263061505370928e+01 2.0907443720234625e+01 2.9267012987384689e+01 2.1094583413458714e+01 2.3416797718011441e+01 2.1324456609299116e+01 2.4456086866501547e+01 2.2956690078270920e+01 2.3573503112293761e+01 2.5381395864718559e+01 2.4439250735552267e+01 2.3370662930722503e+01 2.2613084519004406e+01 2.4284515732495926e+01 2.6861956310810761e+01 2.5143417972742721e+01 2.2046406641007323e+01 2.2831845697925296e+01 2.2029299454145900e+01 2.1537953545710995e+01 2.4915879580066484e+01 2.5037395929089683e+01 2.7467658695543715e+01 2.6391880869691338e+01 2.6198823036638125e+01 2.5200829231828699e+01 2.4845852942138013e+01 2.5981002242984847e+01 2.4514976122222578e+01 2.4678499602659297e+01 2.3212832259625117e+01 2.7506141449047629e+01 3.0224137532819523e+01 2.7886367122823927e+01 2.6394358167877840e+01 2.9141367222077516e+01 2.6538403998046842e+01 2.8753817351851986e+01 2.6711888007690824e+01 2.9150312870750813e+01 3.0896306546934564e+01 3.2274453112062915e+01 2.8161957761487606e+01 2.8927091381375593e+01 2.9637538392505899e+01 3.0348598698245652e+01 3.1187476892877470e+01 3.1760830643506640e+01 3.2802606336707356e+01 3.3529004333532477e+01 3.4583579293634791e+01 3.5687851165332098e+01 3.6465037522891073e+01 3.7725028212366240e+01 3.8891143154560275e+01 4.0490629234597613e+01 4.1006311102024561e+01 4.2608354532983149e+01 4.3791370000298791e+01 4.4984155412516721e+01 4.6695658446631718e+01 4.7918299479356840e+01 4.9523003893119785e+01 5.1242248708276513e+01 5.3245949600590997e+01 5.4456631142247289e+01 5.6447384810881445e+01 5.9151264127614333e+01 6.1644823298931797e+01 6.5011411933370709e+01 6.7022049665203724e+01 7.1170571655378140e+01 7.5658443701392741e+01 8.0157169222111833e+01 8.6786478028450986e+01 9.8089357767788229e+01 1.0993159542615766e+02 1.3519150794763937e+02
 3.2615951847920869e+01 4.2563679705700871e+01 3.2586870648609889e+01 3.1670994724590795e+01 3.2257863500793462e+01 3.4232288065240141e+01 2.6000311947429434e+01 2.9130305954046570e+01 3.1659120709912511e+01 3.0290178899368659e+01 3.3074232952979649e+01 2.8842337827583492e+01 3.0440460510429290e+01 3.1499386162319265e+01 2.9474951807687720e+01 2.6833037281323058e+01 3.0720179623654442e+01 2.1265048255717094e+01 3.1499722750924704e+01 3.1582365585080719e+01 2.8881977222126466e+01 2.7996923295230946e+01 3.1382161059063137e+01 2.1067255679193586e+01 3.2957515690417203e+01 2.1914990072143350e+01 2.9994550012084115e+01 2.1468865961548929e+01 2.5691973894577970e+01 2.3364747614351984e+01 2.4130062220126405e+01 2.5479327132613470e+01 2.4482772136499822e+01 2.3675188516491389e+01 2.3755963065713654e+01 2.4839041768530166e+01 2.8104688790719251e+01 2.5220214001521683e+01 2.3568802541872291e+01 2.3336416307888179e+01 2.2169206033771893e+01 2.5381457654344427e+01 2.7192678632828915e+01 2.6017630940005745e+01 2.7931240327185055e+01 2.6960094367656076e+01 2.6924825381050592e+01 2.5733181742749977e+01 2.5044699825193153e+01 2.6649355977754251e+01 2.4725457354259849e+01 2.5777394163143480e+01 2.5100095478274383e+01 2.8328859393743404e+01 3.0330823240388774e+01 2.9134877694413447e+01 2.8099614325912668e+01 2.9839024763405213e+01 2.7095849801657405e+01 2.8915425653534353e+01 2.6953002248608794e+01 2.9597296295233722e+01 3.1181675373605223e+01 3.2475754835900020e+01 2.9784065702159364e+01 2.9304751696286232e+01 2.9659645726155432e+01 3.0459792679500108e+01 3.1195844193206206e+01 3.1825091007149016e+01 3.2806397520664945e+01 3.3614998809804469e+01 3.4645200065852251e+01 3.5753523289725806e+01 3.6474023882613473e+01 3.7824373892311257e+01 3.8918987048851498e+01 4.0534525020319876e+01 4.1023825069332467e+01 4.2773172625138479e+01 4.3887099158300011e+01 4.5043814450096356e+01 4.6700403843799400e+01 4.7923492949465938e+01 4.9552216366017355e+01 5.1317790917795911e+01 5.3275317903078928e+01 5.4529040269306478e+01 5.6475169374736907e+01 5.9480208526631912e+01 6.1805751508808925e+01 6.5209132347501921e+01 6.7674205156963623e+01 7.1618174683258061e+01 7.5855510049336999e+01 8.0597928933099197e+01 8.6910428121066161e+01 9.8324552290941512e+01 1.1026905981337542e+02 1.3653972521111891e+02
 3.4234265873586480e+01 4.3200111381241157e+01 3.2845021293846436e+01 3.2516170308328050e+01 3.2700649944417826e+01 3.4584640234745500e+01 2.7450322714432154e+01 2.9528795682399245e+01 3.1671741791320450e+01 3.0322855450525960e+01 3.3371382365495215e+01 3.0931447004740225e+01 3.0461010659821611e+01 3.1640782119469215e+01 2.9518263132935658e+01 2.6844277901435461e+01 3.2723515418484332e+01 2.1688561231394175e+01 3.2345521902535886e+01 3.1844084514751419e+01 3.0588303572789968e+01 3.1143936199362162e+01 3.2175048810694477e+01 2.1271678370420926e+01 3.3177635736128416e+01 2.2040500661365829e+01 3.0376758049955107e+01 2.1510010468639742e+01 2.7831191053872438e+01 2.3435398051235932e+01 2.4370269793830825e+01 2.6740061468871630e+01 2.4830959201493833e+01 2.3837124896829479e+01 2.5489756218033268e+01 2.5064619747307741e+01 2.9304590763773884e+01 2.5844081882964868e+01 2.3755075559616593e+01 2.4134516126967561e+01 2.2565741502926322e+01 2.5836975431364046e+01 2.9362560178231060e+01 2.6593878812201410e+01 3.0919095243149293e+01 2.9458678688824801e+01 2.8506067780160297e+01 2.6964600093903016e+01 2.7529036552469961e+01 2.7921291686405414e+01 2.4860796472931618e+01 2.7729538778080325e+01 2.7365585312663232e+01 2.9735132305129657e+01 3.1871061796572917e+01 2.9868468703446425e+01 2.9787131068414105e+01 2.9993702390739841e+01 2.7170576563113290e+01 2.9383905150337437e+01 2.8613963694788438e+01 3.1765657916904281e+01 3.1425869279983129e+01 3.3159650469829522e+01 3.0136671445110753e+01 3.0002285722377351e+01 3.1046714788322131e+01 3.2299080446337790e+01 3.1213228166073090e+01 3.1833054686095704e+01 3.2841606392639058e+01 3.3692332180604659e+01 3.4696568484882242e+01 3.5918724123448030e+01 3.6624886689527273e+01 3.7868297935023797e+01 3.8948335034115111e+01 4.0589963264061694e+01 4.1102740166248793e+01 4.2784324261670385e+01 4.3940386653163372e+01 4.5198923132824390e+01 4.6875105169887519e+01 4.8002138809952875e+01 5.0134963564216889e+01 5.1454735547513401e+01 5.3441711230805012e+01 5.4754078400434700e+01 5.6634056341840328e+01 5.9484147848136431e+01 6.1912447803254338e+01 6.5441835748405410e+01 6.7692632902794912e+01 7.1742580478413586e+01 7.6030791542693393e+01 8.0950954406730716e+01 8.6955406662434015e+01 9.8432821385410875e+01 1.1447556026710420e+02 1.3771204655515902e+02
